Licensee Name,Street,City,State,Zip,Licensee Number,Channel Type,Account Name,RTD Contract,Location
SEAFOOD IN THE BUFF IN WHEATON,12132 GEORGIA AVENUE,WHEATON,MD,20902,DBW1253526,On/Off-Premise,TASTEMAKERS MANAGEMENT LLC,No,"12132 GEORGIA AVENUE
WHEATON, MD 20902
(39.05404, -77.05098)"
LEDO PIZZA WESTLAKE,10301 WESTLAKE DRIVE,BETHESDA,MD,20817,HBWHR1749544,On Premise,"WESTLAKE DRIVE PIZZA, INC",No,"10301 WESTLAKE DRIVE
BETHESDA, MD 20817
(39.02575, -77.14801)"
TACO BAR,3 RUSSELL AVE SUITE A,GAITHERSBURG,MD,20877,BDBWL28685,On/Off-Premise,TACO BAR LLC,No,"3 RUSSELL AVE SUITE A
GAITHERSBURG, MD 20877
(39.14246, -77.19635)"
CAVA RESTAURANT,9713 TRAVILLE GATEWAY DRIVE,ROCKVILLE,MD,20850,BBWLHR066,On Premise,"DTI, LLC,",No,"9713 TRAVILLE GATEWAY DRIVE
ROCKVILLE, MD 20850
(39.09156, -77.20366)"
HAMPSHIRE GREENS GOLF COURSE,616 FIRESTONE DRIVE,ASHTON,MD,20861,BBWLCL178,On Premise,MONTGOMERY CO REVENUE AUTHORIT,No,"616 FIRESTONE DRIVE
ASHTON, MD 20861"
NEW VILLAGE RESTAURANT,11540 MIDDLEBROOK ROAD,GERMANTOWN,MD,20876,BBWHR25277,On/Off-Premise,"58UNITY,LLC",No,"11540 MIDDLEBROOK ROAD
GERMANTOWN, MD 20876
(39.1795, -77.24014)"
N-Benjamin Stender,16417 Tomahawk Dr,Gaithersburg,MD,20878,2024,,,No,"16417 Tomahawk Dr
Gaithersburg, MD 20878
(39.12479, -77.2554)"
DON POLLO OF POTOMAC,10321 WESTLAKE DRIVE,BETHESDA,MD,20817,HBW29871,On Premise,"DON POLLO OF POTOMAC, INC.",No,"10321 WESTLAKE DRIVE
BETHESDA, MD 20817
(39.02611, -77.14721)"
HILTON GARDEN INN-SS N.,2200 BROAD BIRCH DR.,SILVER SPRING,MD,20904,BBWLHR441298,On Premise,"CRESTLINE HOTELS & RSRTS-MONT.,LLC",No,"2200 BROAD BIRCH DR.
SILVER SPRING, MD 20904
(39.05667, -76.96439)"
CHIPOTLE MEXICAN GRILL - OLNEY,3333 OLNEY SANDY SPRING ROAD,OLNEY,MD,20832,BBWLHR316,On Premise,CHIPOTLE MEXICAN GRILL OF MD L,No,"3333 OLNEY SANDY SPRING ROAD
OLNEY, MD 20832
(39.15307, -77.06641)"
TRATTORIA SORRENTO,4930 CORDELL AVE,BETHESDA,MD,20814,BBWLHR177,On Premise,"SORRENTO, INC.",No,"4930 CORDELL AVE
BETHESDA, MD 20814
(38.98855, -77.0989)"
LUM THAI,806 MUDDY BRANCH RD,GAITHERSBURG,MD,20878,HBWHR1024432,On/Off-Premise,LUMTHAI LLC,No,"806 MUDDY BRANCH RD
GAITHERSBURG, MD 20878
(39.11395, -77.21678)"
CHIPOTLE MEXICAN GRILL - GAITH,"564  NORTH FREDERICK AVE, UNIT4",GAITHERSBURG,MD,20877,BBWLHR315,On Premise,CHIPOLTE MEXICAN GRILL OF MD L,No,"564 NORTH FREDERICK AVE, UNIT4
GAITHERSBURG, MD 20877
(39.14856, -77.20999)"
GALLERY MARKET & CAFE,11710 OLD GEORGETOWN ROAD,ROCKVILLE,MD,20852,ABW26094,Off Premise,"HARVEY CROP, INC.",Yes,"11710 OLD GEORGETOWN ROAD
ROCKVILLE, MD 20852
(39.04973, -77.11325)"
BROOKVILLE MARKET,7027 BROOKVILLE ROAD,CHEVY CHASE,MD,20815,ABW189,Off Premise,"CHEVY CHASE MARKET, INC.",No,"7027 BROOKVILLE ROAD
CHEVY CHASE, MD 20815
(38.98091, -77.07139)"
TWINBROOK DELI BEER WINE,2208 VEIRS MILL ROAD,ROCKVILLE,MD,20851,ABW212259,Off Premise,"TWINBROOK DELI BEER WINE, LLC",Yes,"2208 VEIRS MILL ROAD
ROCKVILLE, MD 20851
(39.07517, -77.11455)"
HOLIDAY INN GAITHERSBURG,TWO MONTGOMERY VILLAGE AVE,GAITHERSBURG,MD,20879,BBWLHM003,On Premise,MONTGOMERY VILLAGE HOSPITALITY,No,"TWO MONTGOMERY VILLAGE AVE
GAITHERSBURG, MD 20879
(39.15357, -77.21167)"
ZENE'S DELI & WORLDMARKET,8113 A FENTON ST,SILVER SPRING,MD,20910,BDBWLHR24574,On/Off-Premise,"SOLIYANA, LLC",No,"8113 A FENTON ST
SILVER SPRING, MD 20910
(38.991, -77.02376)"
HOLLYWOOD EAST CAFE - WESTFIELD,"11160 VEIRS MILL ROAD, #1",SILVER SPRING,MD,20902,BBWLHR582,On Premise,"FOUR KINGS ENTERPRISES, INC.",No,"11160 VEIRS MILL ROAD, #1
SILVER SPRING, MD 20902
(39.03748, -77.05329)"
LA BRASA ROTISSERIE,12401 PARKLAWN DR.,ROCKVILLE,MD,20852,BBWLHR1051241,On Premise,"LA BRASA ROTISSERIE, INC.",No,"12401 PARKLAWN DR.
ROCKVILLE, MD 20852
(39.06126, -77.11163)"
FINE WINE OF WHEATON,11211 GEORGIA AVENUE,WHEATON,MD,20902,ABW273,Off Premise,"MJ HOLDINGS, INC",Yes,"11211 GEORGIA AVENUE
WHEATON, MD 20902
(39.03883, -77.05085)"
LA FRONTERA RESTAURANT,3 RUSSELL AVE,GAITHERSBURG,MD,20877,BBWLHR604,On Premise,LA FRONTERA RESTAURANT INC.,No,"3 RUSSELL AVE
GAITHERSBURG, MD 20877
(39.14246, -77.19635)"
EVEN HOTEL,1775 ROCKVILLE PIKE,ROCKVILLE,MD,20852,BBWLHR1062524,On Premise,"MERRITT HOSPITALITY, LLC",No,"1775 ROCKVILLE PIKE
ROCKVILLE, MD 20852
(39.05992, -77.12329)"
ENGOCHA MARKET,"11406 GEORGIA AVE, STE A",WHEATON,MD,20902,ABW34662,Off Premise,"ENGOCHA, LLC",No,"11406 GEORGIA AVE, STE A
WHEATON, MD 20902
(39.04172, -77.05227)"
JIANG COURT,"18200 GEORGIA AVE SUITE F, G",OLNEY,MD,20832,BBWLHR1427544,On Premise,JIANG HE FENG LLC,No,"18200 GEORGIA AVE SUITE F, G
OLNEY, MD 20832
(39.155, -77.06694)"
LEDO PIZZA - DERWOOD,7213 MUNCASTER MILL ROAD,ROCKVILLE,MD,20855,HBW266,On Premise,"BOGEY ENTERPRISES, INC.",No,"7213 MUNCASTER MILL ROAD
ROCKVILLE, MD 20855
(39.14632, -77.1446)"
BRAZIL GOURMET PIZZERIA & GRILL,9870 MAIN STREET,DAMASCUS,MD,20872,HBWHR462303,On Premise,"BRAZIL GOURMET, LLC",No,"9870 MAIN STREET
DAMASCUS, MD 20872
(39.28831, -77.20377)"
THE LIMERICK PUB,11301 ELKIN STREET,SILVER SPRING,MD,20902,BBWLHR637,On Premise,"THE LIMERICK PUB, LLC",No,"11301 ELKIN STREET
SILVER SPRING, MD 20902
(39.04047, -77.05035)"
BACCHUS OF LEBANON,7945 NORFOLK AVE,BETHESDA,MD,20814,BBWLHR230,On Premise,"U.H.B., INC.",No,"7945 NORFOLK AVE
BETHESDA, MD 20814
(38.98966, -77.09852)"
LEDO PIZZA - MONTGOMERY VILLAGE,19200 MONTGOMERY VILLAGE AVE,MONTGOMERY VILLAGE,MD,20886,HBWHR1050733,On Premise,"MHI HOTEL SERVICES, LLC",No,"19200 MONTGOMERY VILLAGE AVE
MONTGOMERY VILLAGE, MD 20886
(39.1717, -77.20506)"
DIAMOND FAST FOOD BEER WINE AND TOBACCO,504 E DIAMOND AVE,GAITHERSBURG,MD,20877,DBW1717544,On/Off-Premise,RIGHTTIME MANAGEMENT INC,No,"504 E DIAMOND AVE
GAITHERSBURG, MD 20877
(39.14099, -77.18453)"
MI MARIACHI BAR AND GRILL,11301 FERN ST,SILVER SPRING,MD,20902,DBWL1046457,On Premise,MI MARIACHI BAR AND GRILL RESTAURANT INC,No,"11301 FERN ST
SILVER SPRING, MD 20902
(39.04017, -77.04919)"
CHEF LEES ELEMENT,521 QUINCE ORCHARD RD.,GAITHERSBURG,MD,20878,HBWHR653362,On Premise,"CHEF LI, LLC",No,"521 QUINCE ORCHARD RD.
GAITHERSBURG, MD 20878
(39.14443, -77.22029)"
POTOMAC PIZZA - CHEVY CHASE,19 WISCONSIN CIRCLE,CHEVY CHASE,MD,20815,HBWHR411,On Premise,"PIZZA ZONE OF CHEVY CHASE, INC",No,"19 WISCONSIN CIRCLE
CHEVY CHASE, MD 20815
(38.96201, -77.08546)"
SMOKEY GLEN FARM BARBEQUERS INC,16407 RIFFLEFORD RD,GAITHERSBURG,MD,20878,BBWLHR221,On Premise,SMOKEY GLEN FARM BARBERQUERS INC,No,"16407 RIFFLEFORD RD
GAITHERSBURG, MD 20878
(39.12598, -77.26901)"
SIN & GRIN,353 MAIN STREET,GAITHERSBURG,MD,20878,BBWLHR019,On Premise,SIN & GRIN LLC,No,"353 MAIN STREET
GAITHERSBURG, MD 20878
(39.12127, -77.2376)"
N-Our Family Restaurant,201 EDISON PARK DR,GAITHERSBURG,MD,00000,BBWLHR756356,,,No,"201 EDISON PARK DR
GAITHERSBURG, MD 00000
(39.1133, -77.23257)"
ON THE VINE,15230 SIESTA KEY WAY,ROCKVILLE,MD,20850,DBW37415,On/Off-Premise,"TANGRI, LLC",Yes,"15230 SIESTA KEY WAY
ROCKVILLE, MD 20850
(39.10571, -77.19441)"
ZN-ROHOBOT ETHIOPIAN RESTAURANT,,,,,BBWLHR887398,On Premise,"MD BROTHERS, LLC",No,
OUTTA THE WAY CAFE,17503 REDLAND ROAD,DERWOOD,MD,20855,BBWLHR063,On Premise,REST. MNGMT. ACQ. INC.,No,"17503 REDLAND ROAD
DERWOOD, MD 20855
(39.14383, -77.14417)"
MISSION BBQ-GERMANTOWN,"19800 CENTURY BLVD.,STE. 600",GERMANTOWN,MD,20874,HBWHR51270,On Premise,"MISSION BBQ GERMANTOWN, LLC",No,"19800 CENTURY BLVD.,STE. 600
GERMANTOWN, MD 20874
(39.18048, -77.26809)"
TOMMY JOE'S BAR & GRILL,7940 NORFOLK AVENUE,BETHESDA,MD,20814,BBWLHR19871,On Premise,SOCIAL HEIGHTS RESTAURANT LLC,No,"7940 NORFOLK AVENUE
BETHESDA, MD 20814
(38.9896, -77.09843)"
LA RUMBA RESTAURANT,2311 PRICE AVE,SILVER SPRING,MD,20902,BBWLHR703,On Premise,"PORSAN CORPORATION, INC",No,"2311 PRICE AVE
SILVER SPRING, MD 20902
(39.04033, -77.05)"
PIKE & RANDOLPH BEER & WINE,5408 RANDOLPH RD,ROCKVILLE,MD,20852,DBW1023430,On/Off-Premise,PIKE & RANDOLPH BEER & WINE,Yes,"5408 RANDOLPH RD
ROCKVILLE, MD 20852
(39.05348, -77.10761)"
COURTYARD BY MARRIOTT-SILVER SPRING,8506 FENTON STREET,SILVER SPRING,MD,20910,BBWLHM210,On Premise,SILVER SPRING HOTEL ASSOCIATES,No,"8506 FENTON STREET
SILVER SPRING, MD 20910
(38.99588, -77.02462)"
SISTERS THAI,7995 TUCKERMAN LANE,POTOMAC,MD,20854,BBWLHR39579,On Premise,"LUCKDEE, LLC",No,"7995 TUCKERMAN LANE
POTOMAC, MD 20854
(39.0412, -77.15858)"
VERIDIAN MARKET AND WINE,8010 BLAIR MILL WAY,SILVER SPRING,MD,20910,ABWS26668,Off Premise,"MCH VERIDIAN, INC",Yes,"8010 BLAIR MILL WAY
SILVER SPRING, MD 20910
(38.98919, -77.02739)"
SAINTS ROW BREWING,"15 FULKS CORNER AVE, SUITE 101",GAITHERSBURG,MD,20877,DBW30553,On/Off-Premise,SAINTS ROW BREWING LLC,No,"15 FULKS CORNER AVE, SUITE 101
GAITHERSBURG, MD 20877
(39.14026, -77.19577)"
TOKYO FIRE,9811 MAIN ST,DAMASCUS,MD,20872,HBW24576,On Premise,TOKYO FIRE INC,No,"9811 MAIN ST
DAMASCUS, MD 20872
(39.28804, -77.20237)"
FRANK PEPE'S PIZZERIA NAPOLETANA,7101 DEMOCRACY BLVD.,BETHESDA,MD,20817,HBWHR616351,On Premise,"PEPE'S OF MONTGOMERY, LLC",No,"7101 DEMOCRACY BLVD.
BETHESDA, MD 20817
(39.0242, -77.1459)"
CUBA DE AYER,15446 OLD COLUMBIA PIKE,BURTONSVILLE,MD,20866,BBWLHR139,On Premise,"CUBA DE AYER, INC.",No,"15446 OLD COLUMBIA PIKE
BURTONSVILLE, MD 20866
(39.10965, -76.93563)"
KALDI'S SOCIAL,918 SILVER SPRING AVENUE,SILVER SPRING,MD,20910,BBWLHR22788,On Premise,"KALDI'S SOCIAL HOUSE, INC.",No,"918 SILVER SPRING AVENUE
SILVER SPRING, MD 20910
(38.99165, -77.0255)"
URBAN HOT POT,1800 ROCKVILLE PIKE H2,ROCKVILLE,MD,20852,HBWHR35025,On Premise,"EVG GROUP, LLC",No,"1800 ROCKVILLE PIKE H2
ROCKVILLE, MD 20852
(39.05994, -77.12199)"
LA CASA DEL MOFONGO,"9441 GEORGIA AVE, # 4",SILVER SPRING,MD,20910,BBWLHR786,On Premise,"LA CASA DEL MOFONGO, LLC.",No,"9441 GEORGIA AVE, # 4
SILVER SPRING, MD 20910
(39.00976, -77.0402)"
GYROLAND,1701 ROCKVILLE PIKE SUITE B-3,ROCKVILLE,MD,20852,HBW32382,On Premise,"ROSO RESTAURANT, LLC",No,"1701 ROCKVILLE PIKE SUITE B-3
ROCKVILLE, MD 20852
(39.06056, -77.12336)"
LIFE TIME ATHLETIC,10121 WASHINGTONIAN BLVD,GAITHERSBURG,MD,20878,CBWLFV27779,On Premise,"LTF MARYLAND LIQUOR,LLC",No,"10121 WASHINGTONIAN BLVD
GAITHERSBURG, MD 20878
(39.12068, -77.20461)"
FAIRLAND ETHIOPIAN RESTAURANT,13310 OLD COLUMBIA PIKE,SILVER SPRING,MD,20904,ABW479300,Off Premise,"7-FAIRLAND, INC.",No,"13310 OLD COLUMBIA PIKE
SILVER SPRING, MD 20904
(39.07557, -76.95832)"
TAIPEI CAFE,802 HUNGERFORD DRIVE,ROCKVILLE,MD,20850,BBWHR138,On/Off-Premise,"BROTHERS BISTRO, LLC",No,"802 HUNGERFORD DRIVE
ROCKVILLE, MD 20850
(39.09443, -77.1537)"
LANGANO ETHIOPIAN BAR & RESTAURANT,11261 NEW HAMPSHIRE AVE,SILVER SPRING,MD,20904,BDBWL35192,On/Off-Premise,"LANGANO WHITE OAK, LLC",No,"11261 NEW HAMPSHIRE AVE
SILVER SPRING, MD 20904
(39.04177, -76.9878)"
SHAKE SHACK KENTLANDS,150 KENTLANDS SQ. PL.,GAITHERSBURG,MD,20878,HBWHR738355,On/Off-Premise,"SHAKE SHACK MARYLAND, LLC",No,"150 KENTLANDS SQ. PL.
GAITHERSBURG, MD 20878
(39.12398, -77.23665)"
KEMA BY KENAKI,11325 SEVEN LOCKS RD UNIT 115,POTOMAC,MD,20854,BBWLHR979417,On Premise,"KENAKI CABIN JOHN, LLC",No,"11325 SEVEN LOCKS RD UNIT 115
POTOMAC, MD 20854
(39.04196, -77.15831)"
MARKET ON THE BOULEVARD,7945 MACARTHUR BLVD,CABIN JOHN,MD,20818,BBWHR085,On/Off-Premise,"NEXKIM, INC.",Yes,"7945 MACARTHUR BLVD
CABIN JOHN, MD 20818
(38.97497, -77.16256)"
IRON AGE,1054 ROCKVILLE PIKE,ROCKVILLE,MD,20852,BBWLHR724,On Premise,"IRON AGE ROCKVILLE, LLC",No,"1054 ROCKVILLE PIKE
ROCKVILLE, MD 20852
(39.0725, -77.13287)"
LA FONDA PAISA & GROCERY STORE,7914 GEORGIA AVE,SILVER SPRING,MD,20910,DBW064,On/Off-Premise,LA FONDA INC.,No,"7914 GEORGIA AVE
SILVER SPRING, MD 20910
(38.98548, -77.02663)"
KUSSHI,36-G MARYLAND AVE,ROCKVILLE,MD,20850,BBWLHR1245527,On Premise,KUSSHI ROCKVILLE TOWN SQUARE LLC,No,"36-G MARYLAND AVE
ROCKVILLE, MD 20850
(39.08548, -77.15097)"
CORK 57 BEER & WINE,4910 BETHESDA AVE,BETHESDA,MD,20814,DBW102,On/Off-Premise,NONE,No,"4910 BETHESDA AVE
BETHESDA, MD 20814
(38.98083, -77.09894)"
ISAAC'S POULTRY MARKET,12163 DARNESTOWN RD,GAITHERSURG,MD,20878,BBWHR834399,On/Off-Premise,"IPM 001, LLC",No,"12163 DARNESTOWN RD
GAITHERSURG, MD 20878
(39.11945, -77.25081)"
MARGARITA BAR AND GRILL,19201 FREDERICK RD,GERMANTOWN,MD,20876,DBWL1061434,On Premise,J&B BAR RESTAURANT LLC,No,"19201 FREDERICK RD
GERMANTOWN, MD 20876
(39.17021, -77.23465)"
KUSSHI,7820 NORFOLK AVE,BETHESDA,MD,20814,BBWLHR1324544,On Premise,KUSSHI WOODMONT TRIANGLE LLC,No,"7820 NORFOLK AVE
BETHESDA, MD 20814
(38.98887, -77.09717)"
LA CATRINA LOUNGE,4935 CORDELL AVENUE,BETHESDA,MD,20814,BBWLHR878396,On Premise,LA CATRINA LOUNGE LLC,No,"4935 CORDELL AVENUE
BETHESDA, MD 20814
(38.98838, -77.09947)"
WOODMOOR SUPERMARKET,10129 COLESVILLE ROAD,SILVER SPRING,MD,20901,ABWS044,Off Premise,"CHOI MARKET, INC.",Yes,"10129 COLESVILLE ROAD
SILVER SPRING, MD 20901
(39.02092, -77.01217)"
GEORGIA MARKET,"13623  GEORGIA AVE, UNIT D",SILVER SPRING,MD,20906,ABW147,Off Premise,"MUHN, INC.",Yes,"13623 GEORGIA AVE, UNIT D
SILVER SPRING, MD 20906
(39.07946, -77.07247)"
PLAZA AZTECA RESTAURANT,10430 AUTO PARK AVE,BETHESDA,MD,20817,BBWLHR527,On Premise,"CASA AZTECCA RESTAURANT, INC.",No,"10430 AUTO PARK AVE
BETHESDA, MD 20817
(39.02835, -77.14556)"
SILVER BRANCH ROCKVILLE BEERWORKS,7301 CALHOUN PL #600,DERWOOD,MD,20855,BBWLHR1732545,On Premise,"SBRE1, LLC",No,"7301 CALHOUN PL #600
DERWOOD, MD 20855
(39.10786, -77.14764)"
EL MERCAT BAR DE TAPAS,101 GIBBS ST.,ROCKVILLE,MD,20850,BDBWL655355,On/Off-Premise,"GEORGE RODRIGUES REST. GRP., LLC",No,"101 GIBBS ST.
ROCKVILLE, MD 20850
(39.08525, -77.15193)"
DEMPSEYS OF ASHTON,1 OLNEY SANDY SPRING ROAD,ASHTON,MD,20861,BBWLHR731,On Premise,IRM SLONIN INC MICHAEL SLONIN,No,"1 OLNEY SANDY SPRING ROAD
ASHTON, MD 20861
(39.15007, -77.0127)"
"BEER, WINE, & CO.",7029 WISCONSIN AVE,CHEVY CHASE,MD,20815,DBW22948,On/Off-Premise,"GOLDEN TRADE, LLC",Yes,"7029 WISCONSIN AVE
CHEVY CHASE, MD 20815
(38.98003, -77.09181)"
HOP N CRU,20940-G FREDERICK ROAD,GERMANTOWN,MD,20876,ABWS1151496,Off Premise,UPSCALE SPIRITS INC,Yes,"20940-G FREDERICK ROAD
GERMANTOWN, MD 20876
(39.2, -77.24529)"
SIRIWAN THAI RESTUARANT,12115 DARNESTOWN RD,GAITHERSBURG,MD,20878,HBW26242,On Premise,"SIRIWAN M.X.B., LLC",No,"12115 DARNESTOWN RD
GAITHERSBURG, MD 20878
(39.11757, -77.25058)"
LA CASITA,2 E. DIAMOND AVE,GAITHERSBURG,MD,20877,BBWLHR25458,On Premise,"ARBAIZA FOOD GROUP, INC",No,"2 E. DIAMOND AVE
GAITHERSBURG, MD 20877
(39.14201, -77.19864)"
HUNGERFORD BEER & WINE,761 HUNGERFORD DRIVE,ROCKVILLE,MD,20850,DBW38196,On/Off-Premise,"ANGEL,LLC",Yes,"761 HUNGERFORD DRIVE
ROCKVILLE, MD 20850
(39.09346, -77.1531)"
PISCO Y NAZCA CEVICHE GASTROBAR,7401 WOODMONT AVENUE,BETHESDA,MD,20814,BBWLHR1228504,On Premise,PISCO Y NAZCA BETHESDA LLC,No,"7401 WOODMONT AVENUE
BETHESDA, MD 20814
(38.98368, -77.09619)"
RED MAPLE RESTAURANT,10110 COLESVILLE ROAD,SILVER SPRING,MD,20901,BBWLHR742,On Premise,"RED MAPLE ASSOCIATES, LLC",No,"10110 COLESVILLE ROAD
SILVER SPRING, MD 20901
(39.02072, -77.01252)"
N-COMEDOR SAN ALEJO,7643 NEW HAMPSHIRE AVENUE,TAKOMA PARK,MD,20912,DBWL1492544,On Premise,ALVARADO INDUSTRIES LLC,No,"7643 NEW HAMPSHIRE AVENUE
TAKOMA PARK, MD 20912
(38.98712, -76.98766)"
NINJA SUSHI,13452 NEW HAMPSHIRE AVE,SILVER SPRING,MD,20904,BBWLHR1466547,On Premise,NINJA SUSHI 99 LLC,No,"13452 NEW HAMPSHIRE AVE
SILVER SPRING, MD 20904
(39.07671, -77.00182)"
IRENE'S PUPUSAS,12854 NEW HAMPSHIRE AVENUE,SILVER SPRING,MD,20904,BBWLHR1765545,On Premise,"MADISON & ASSOCIATES, LLC",No,"12854 NEW HAMPSHIRE AVENUE
SILVER SPRING, MD 20904
(39.06622, -77.00116)"
ELBE'S BEER AND WINE,"2522 UNIVERSITY BLVD, WEST",SILVER SPRING,MD,20902,DBW045,On/Off-Premise,"ELBE'S, INC.",Yes,"2522 UNIVERSITY BLVD, WEST
SILVER SPRING, MD 20902
(39.04092, -77.05256)"
BLU WATER DAY SPA,5234 NICHOLSON LANE,KENSINGTON,MD,20895,SCBBWL0002,On Premise,"CIRCLE P SPA, INC",No,"5234 NICHOLSON LANE
KENSINGTON, MD 20895
(39.04355, -77.10622)"
INSPIRE NAILS BAR & SPA,8010 GRAMERCY BLVD.,ROCKVILLE,MD,20855,SCBBWL32720,On Premise,"INSPIRE NAIL BAR AND SPA, INC.",No,"8010 GRAMERCY BLVD.
ROCKVILLE, MD 20855
(39.12358, -77.16468)"
MAX'S BEST ICE CREAM,7770 WOODMONT AVENUE,BETHESDA,MD,20814,DBWL1624545,On Premise,MAX'S BEST ICE CREAM LLC,No,"7770 WOODMONT AVENUE
BETHESDA, MD 20814
(38.98807, -77.09605)"
NAILSALOON,5449 WISCONSIN AVENUE,CHEVY CHASE,MD,20815,SCBBWL1162496,On Premise,NAILSALOON CHEVY CHASE LLC,No,"5449 WISCONSIN AVENUE
CHEVY CHASE, MD 20815
(38.96264, -77.08542)"
PASSION NAIL SPA - GERMANTOWN,19847-H CENTURY BOULEVARD,GERMANTOWN,MD,20874,SCBBWL0003,On Premise,"KCD NGUYEN, LLC",No,"19847-H CENTURY BOULEVARD
GERMANTOWN, MD 20874
(39.1814, -77.2657)"
VASILI'S KITCHEN,705 CENTER POINT WAY,GAITHERSBURG,MD,20878,BBWLHR1629544,On Premise,"VASILI'S KITCHEN, LLC",No,"705 CENTER POINT WAY
GAITHERSBURG, MD 20878
(39.12196, -77.23518)"
PASSION NAIL SPA - CLARKSBURG,"12051 CHESTNUT BRANCH WAY, C-2",CLARKSBURG,MD,20871,SCBBWL0004,On Premise,"KCD NGUYEN II, LLC",No,"12051 CHESTNUT BRANCH WAY, C-2
CLARKSBURG, MD 20871
(39.23008, -77.2499)"
A&A CATERING,7845 AIRPARK RD SUITE D & E,GAITHERSBURG,MD,20879,CATBWL1271548,On Premise,A&A CATERING DMV LLC,No,"7845 AIRPARK RD SUITE D & E
GAITHERSBURG, MD 20879
(39.17047, -77.16019)"
SALON EFX,1610 ELTON RD,SILVER SPRING,MD,20903,SCBBWL1235530,On Premise,STARLOW LLC,No,"1610 ELTON RD
SILVER SPRING, MD 20903
(39.0204, -76.97517)"
JINLAN DUMPLINGS,11620-A ROCKVILLE PIKE,NORTH BETHESDA,MD,20852,DBW1238535,On/Off-Premise,JINLAN WENHUA LLC,No,"11620-A ROCKVILLE PIKE
NORTH BETHESDA, MD 20852
(39.04778, -77.11383)"
CLOUD9 NAILS LOUNGE,20940 FREDERICK RD STE E,GERMANTOWN,MD,20876,SCBBWL1219496,On Premise,CLOUD9 NAILS LOUNGE LLC,No,"20940 FREDERICK RD STE E
GERMANTOWN, MD 20876
(39.2, -77.24529)"
PROGRESSIONS SALON SPA STORE,12211 NEBEL STREET,ROCKVILLE,MD,20852,SCBBWL1760544,On Premise,IAL LLC DBA PROGRESSIONS,No,"12211 NEBEL STREET
ROCKVILLE, MD 20852
(39.05218, -77.11002)"
PAINT NAIL BAR,7928 WISCONSIN AVENUE,BETHESDA,MD,20814,SCBBWL1079435,On Premise,PAINT NAIL BAR BETHESDA LLC,No,"7928 WISCONSIN AVENUE
BETHESDA, MD 20814
(38.98997, -77.09542)"
GREAT VIBES BARBERSHOP,2 PROFESSIONAL DRIVE STE 216,GAITHERSBURG,MD,20879,SCBBWL1256532,On Premise,GREAT VIBES LLC,No,"2 PROFESSIONAL DRIVE STE 216
GAITHERSBURG, MD 20879
(39.16368, -77.2275)"
BARBERS AND BREW,77 S WASHINGTON ST UNIT 101,ROCKVILLE,MD,20850,SCBBWL1037452,On Premise,MOBILE BARBERING SERVICES LLC,No,"77 S WASHINGTON ST UNIT 101
ROCKVILLE, MD 20850
(39.08384, -77.15338)"
SIMPLY NAILS & SPA,18078 MATENY ROAD,GERMANTOWN,MD,20874,SCBBWL462301,On Premise,"SIMPLY NAILS & SPA, INC.",No,"18078 MATENY ROAD
GERMANTOWN, MD 20874
(39.14727, -77.27286)"
BEARDED GOAT BARBER,720 CENTER POINT WAY,GAITHERSBURG,MD,20878,SCBBWL1511546,On Premise,"BEARDED GOAT BARBER KENTLANDS, LLC",No,"720 CENTER POINT WAY
GAITHERSBURG, MD 20878
(39.12198, -77.23541)"
N-ANDY'S PIZZA KENTLANDS,145 COMMERCE SQUARE PLACE,GAITHERSBURG,MD,20878,BBWLHR,On Premise,ANDYS PIZZA COMMERCE SQUARE PL LLC,No,"145 COMMERCE SQUARE PLACE
GAITHERSBURG, MD 20878
(39.12234, -77.23385)"
"POOLESVILLE BEER, WINE & DELI",19716 FISHER AVE,POOLESVILLE,MD,20837,ABW1766544,Off Premise,JIYONG LLC,Yes,"19716 FISHER AVE
POOLESVILLE, MD 20837
(39.14472, -77.41305)"
PICANTERIA EL PICARON,2417 UNIVERSITY BLVD W,SILVER SPRING,MD,20902,BBWLHR1762545,On Premise,"F PICARON, LLC",No,"2417 UNIVERSITY BLVD W
SILVER SPRING, MD 20902
(39.04181, -77.05081)"
MARYVALE DELI AND BEER WINE,500 NORTH HORNERS LANE,ROCKVILLE,MD,20850,ABW1089436,Off Premise,CHAIS INC,Yes,"500 NORTH HORNERS LANE
ROCKVILLE, MD 20850
(39.09087, -77.14376)"
PICCOLI PIATTI,5306 ZENITH OVERLOOK,BETHESDA,MD,20816,HBWHR1659544,On Premise,"PICCOLI PIATTI OF WESTBARD, LLC",No,"5306 ZENITH OVERLOOK
BETHESDA, MD 20816
(38.9635, -77.1072)"
N-LEDO PIZZA,12619 WISTERIA DR,GERMANTOWN,MD,20871,HBWHR,On Premise,FORT ENTERPRISES INCORPORATED,No,"12619 WISTERIA DR
GERMANTOWN, MD 20871
(39.16985, -77.26162)"
FIRST STREET TAVERN,820 BALTIMORE ROAD,ROCKVILLE,MD,20851,BBWLHR1819544,On Premise,FIRST STREET TAVERN LLC,No,"820 BALTIMORE ROAD
ROCKVILLE, MD 20851
(39.08469, -77.13531)"
KENWOOD GOLF & COUNTRY CLUB,5601 RIVER ROAD,BETHESDA,MD,20816,CBWLCC1762546,On Premise,"KENWOOD GOLF & COUNTRY CLUB, INC",No,"5601 RIVER ROAD
BETHESDA, MD 20816
(38.97061, -77.11169)"
